ml_bounds,ml_target,consider_only_true_max,epsilon_greedy,adaptive_method_kernel,af,threshold,error (%),std_dev (%),error_cleaned (%),std_dev_cleaned (%),feasible_values_found (%),avg_time (sec)
indicator,indicator,False,True,Matern,eic,205000,inf,inf,6.202,3.422,96.667,166.753
indicator,indicator,False,True,Matern,ucb,205000,inf,inf,5.959,3.596,93.333,450.594
indicator,indicator,False,False,None,eic,205000,inf,inf,5.744,3.45,93.333,25.914
indicator,indicator,False,False,RBF,eic,205000,inf,inf,5.646,3.722,93.333,91.146
indicator,indicator,False,False,RBF,ucb,205000,5.955,3.481,5.955,3.481,100.0,237.794
indicator,indicator,False,False,Matern,eic,205000,inf,inf,6.589,3.159,96.667,151.286
indicator,indicator,False,False,Matern,ucb,205000,inf,inf,5.88,3.599,90.0,267.115
indicator,probability,True,True,None,eic,205000,inf,inf,1.663,0.296,40.0,18.193
indicator,probability,True,True,RBF,eic,205000,inf,inf,1.607,0.118,13.333,60.466
indicator,probability,True,True,RBF,ucb,205000,inf,inf,2.17,1.956,80.0,227.747
indicator,probability,True,True,Matern,eic,205000,inf,inf,1.542,0.006,16.667,134.682
indicator,probability,True,True,Matern,ucb,205000,inf,inf,3.219,3.099,73.333,401.669
indicator,probability,True,False,None,eic,205000,inf,inf,2.378,2.448,26.667,19.535
indicator,probability,True,False,RBF,eic,205000,inf,inf,1.314,0.504,26.667,63.111
indicator,probability,True,False,RBF,ucb,205000,inf,inf,2.45,2.393,93.333,230.068
indicator,probability,True,False,Matern,eic,205000,inf,inf,1.483,0.149,26.667,135.608
indicator,probability,True,False,Matern,ucb,205000,inf,inf,3.089,2.922,93.333,347.763
indicator,probability,False,True,None,eic,205000,inf,inf,1.837,1.364,83.333,23.795
indicator,probability,False,True,RBF,eic,205000,inf,inf,1.92,1.553,63.333,86.203
indicator,probability,False,True,RBF,ucb,205000,inf,inf,4.069,3.314,56.667,274.456
indicator,probability,False,True,Matern,eic,205000,inf,inf,1.529,0.053,80.0,132.476
indicator,probability,False,True,Matern,ucb,205000,inf,inf,5.332,3.843,53.333,445.908
indicator,probability,False,False,None,eic,205000,inf,inf,2.086,1.946,83.333,25.143
indicator,probability,False,False,RBF,eic,205000,inf,inf,1.467,0.304,83.333,82.91
indicator,probability,False,False,RBF,ucb,205000,inf,inf,3.515,3.176,90.0,260.539
indicator,probability,False,False,Matern,eic,205000,inf,inf,2.357,2.272,83.333,117.063
indicator,probability,False,False,Matern,ucb,205000,inf,inf,5.198,3.498,96.667,300.159
indicator,sum,True,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,20.576
indicator,sum,True,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,73.103
indicator,sum,True,True,RBF,ucb,205000,1.57,0.119,1.57,0.119,100.0,250.2
indicator,sum,True,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,129.995
indicator,sum,True,True,Matern,ucb,205000,1.778,1.256,1.778,1.256,100.0,405.922
indicator,sum,True,False,None,eic,205000,1.995,1.788,1.995,1.788,100.0,22.193
indicator,sum,True,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,76.225
indicator,sum,True,False,RBF,ucb,205000,1.492,0.282,1.492,0.282,100.0,244.505
indicator,sum,True,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,131.19
indicator,sum,True,False,Matern,ucb,205000,1.56,0.113,1.56,0.113,100.0,340.352
indicator,sum,False,True,None,eic,205000,1.589,0.197,1.589,0.197,100.0,22.952
indicator,sum,False,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,79.855
indicator,sum,False,True,RBF,ucb,205000,1.57,0.119,1.57,0.119,100.0,262.343
indicator,sum,False,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,131.493
indicator,sum,False,True,Matern,ucb,205000,1.749,1.257,1.749,1.257,100.0,446.365
indicator,sum,False,False,None,eic,205000,1.995,1.788,1.995,1.788,100.0,23.723
indicator,sum,False,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,84.624
indicator,sum,False,False,RBF,ucb,205000,1.492,0.282,1.492,0.282,100.0,243.912
indicator,sum,False,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,128.202
indicator,sum,False,False,Matern,ucb,205000,1.56,0.113,1.56,0.113,100.0,320.079
indicator,product,True,True,None,eic,205000,1.589,0.197,1.589,0.197,100.0,20.276
indicator,product,True,True,RBF,eic,205000,1.789,1.298,1.789,1.298,100.0,77.099
indicator,product,True,True,RBF,ucb,205000,inf,inf,3.36,3.179,83.333,222.162
indicator,product,True,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,129.457
indicator,product,True,True,Matern,ucb,205000,inf,inf,4.594,3.717,73.333,412.413
indicator,product,True,False,None,eic,205000,2.004,1.821,2.004,1.821,100.0,19.663
indicator,product,True,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,74.502
indicator,product,True,False,RBF,ucb,205000,3.318,3.07,3.318,3.07,100.0,228.365
indicator,product,True,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,143.725
indicator,product,True,False,Matern,ucb,205000,inf,inf,3.673,3.245,90.0,331.851
indicator,product,False,True,None,eic,205000,inf,inf,1.864,1.345,86.667,22.473
indicator,product,False,True,RBF,eic,205000,inf,inf,2.249,2.086,66.667,81.764
indicator,product,False,True,RBF,ucb,205000,inf,inf,4.748,3.457,66.667,275.945
indicator,product,False,True,Matern,eic,205000,inf,inf,1.528,0.054,76.667,128.906
indicator,product,False,True,Matern,ucb,205000,inf,inf,6.263,3.351,70.0,474.812
indicator,product,False,False,None,eic,205000,inf,inf,2.028,1.846,93.333,24.547
indicator,product,False,False,RBF,eic,205000,inf,inf,1.988,1.866,90.0,83.183
indicator,product,False,False,RBF,ucb,205000,inf,inf,3.445,3.14,93.333,253.331
indicator,product,False,False,Matern,eic,205000,inf,inf,2.391,2.313,80.0,115.124
indicator,product,False,False,Matern,ucb,205000,inf,inf,4.958,3.502,96.667,293.762
probability,None,True,True,None,eic,205000,inf,inf,1.579,0.134,40.0,19.038
probability,None,True,True,RBF,eic,205000,inf,inf,1.607,0.118,13.333,48.963
probability,None,True,True,RBF,ucb,205000,inf,inf,1.862,0.372,20.0,144.053
probability,None,True,True,Matern,eic,205000,inf,inf,1.542,0.006,16.667,117.224
probability,None,True,True,Matern,ucb,205000,inf,inf,2.257,2.094,33.333,314.979
probability,None,True,False,None,eic,205000,inf,inf,2.378,2.448,26.667,15.0
probability,None,True,False,RBF,eic,205000,inf,inf,1.347,0.509,26.667,41.806
probability,None,True,False,RBF,ucb,205000,inf,inf,1.363,0.525,26.667,127.416
probability,None,True,False,Matern,eic,205000,inf,inf,1.483,0.149,26.667,99.015
probability,None,True,False,Matern,ucb,205000,inf,inf,2.487,2.284,26.667,348.534
probability,None,False,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,22.111
probability,None,False,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,25.593
probability,None,False,True,RBF,ucb,205000,inf,inf,3.221,2.903,86.667,69.273
probability,None,False,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,27.247
probability,None,False,True,Matern,ucb,205000,inf,inf,2.384,2.265,83.333,128.405
probability,None,False,False,None,eic,205000,2.436,2.349,2.436,2.349,100.0,25.371
probability,None,False,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,25.237
probability,None,False,False,RBF,ucb,205000,3.118,2.986,3.118,2.986,100.0,68.311
probability,None,False,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,24.781
probability,None,False,False,Matern,ucb,205000,inf,inf,3.303,3.006,93.333,119.889
probability,indicator,True,True,None,eic,205000,inf,inf,1.579,0.134,40.0,19.748
probability,indicator,True,True,RBF,eic,205000,inf,inf,1.607,0.118,13.333,56.111
probability,indicator,True,True,RBF,ucb,205000,inf,inf,1.862,0.372,20.0,167.35
probability,indicator,True,True,Matern,eic,205000,inf,inf,1.542,0.006,16.667,128.27
probability,indicator,True,True,Matern,ucb,205000,inf,inf,1.561,0.219,33.333,371.136
probability,indicator,True,False,None,eic,205000,inf,inf,2.378,2.448,26.667,16.417
probability,indicator,True,False,RBF,eic,205000,inf,inf,1.347,0.509,26.667,52.01
probability,indicator,True,False,RBF,ucb,205000,inf,inf,1.363,0.525,26.667,176.076
probability,indicator,True,False,Matern,eic,205000,inf,inf,1.483,0.149,26.667,137.162
probability,indicator,True,False,Matern,ucb,205000,inf,inf,1.617,0.209,26.667,381.052
probability,indicator,False,True,None,eic,205000,inf,inf,6.846,3.391,93.333,24.011
probability,indicator,False,True,RBF,eic,205000,inf,inf,6.07,3.481,90.0,89.404
probability,indicator,False,True,RBF,ucb,205000,inf,inf,6.554,3.032,93.333,246.623
probability,indicator,False,True,Matern,eic,205000,inf,inf,6.241,3.369,80.0,154.262
probability,indicator,False,True,Matern,ucb,205000,inf,inf,6.583,3.1,96.667,439.422
probability,indicator,False,False,None,eic,205000,inf,inf,5.832,3.418,96.667,26.814
probability,indicator,False,False,RBF,eic,205000,inf,inf,7.566,2.717,93.333,93.858
probability,indicator,False,False,RBF,ucb,205000,inf,inf,7.036,3.022,93.333,234.632
probability,indicator,False,False,Matern,eic,205000,inf,inf,6.899,2.909,90.0,147.389
probability,indicator,False,False,Matern,ucb,205000,inf,inf,6.547,3.226,90.0,306.162
probability,probability,True,True,None,eic,205000,inf,inf,1.579,0.134,40.0,20.371
probability,probability,True,True,RBF,eic,205000,inf,inf,1.607,0.118,13.333,52.051
probability,probability,True,True,RBF,ucb,205000,inf,inf,1.862,0.372,20.0,152.895
probability,probability,True,True,Matern,eic,205000,inf,inf,1.542,0.006,16.667,124.165
probability,probability,True,True,Matern,ucb,205000,inf,inf,2.257,2.094,33.333,313.824
probability,probability,True,False,None,eic,205000,inf,inf,2.378,2.448,26.667,17.789
probability,probability,True,False,RBF,eic,205000,inf,inf,1.347,0.509,26.667,44.01
probability,probability,True,False,RBF,ucb,205000,inf,inf,2.178,2.284,26.667,133.424
probability,probability,True,False,Matern,eic,205000,inf,inf,1.483,0.149,26.667,101.132
probability,probability,True,False,Matern,ucb,205000,inf,inf,3.358,2.979,26.667,355.897
probability,probability,False,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,25.724
probability,probability,False,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,27.808
probability,probability,False,True,RBF,ucb,205000,3.229,2.918,3.229,2.918,100.0,59.002
probability,probability,False,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,29.795
probability,probability,False,True,Matern,ucb,205000,3.404,3.079,3.404,3.079,100.0,117.807
probability,probability,False,False,None,eic,205000,2.436,2.349,2.436,2.349,100.0,28.588
probability,probability,False,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,29.886
probability,probability,False,False,RBF,ucb,205000,1.957,1.773,1.957,1.773,100.0,60.648
probability,probability,False,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,27.541
probability,probability,False,False,Matern,ucb,205000,3.683,3.256,3.683,3.256,100.0,124.494
probability,sum,True,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,21.488
probability,sum,True,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,32.045
probability,sum,True,True,RBF,ucb,205000,1.604,0.211,1.604,0.211,100.0,240.019
probability,sum,True,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,57.737
probability,sum,True,True,Matern,ucb,205000,1.778,1.256,1.778,1.256,100.0,411.641
probability,sum,True,False,None,eic,205000,1.995,1.788,1.995,1.788,100.0,20.628
probability,sum,True,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,29.769
probability,sum,True,False,RBF,ucb,205000,1.492,0.282,1.492,0.282,100.0,210.741
probability,sum,True,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,49.993
probability,sum,True,False,Matern,ucb,205000,1.56,0.113,1.56,0.113,100.0,414.636
probability,sum,False,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,22.393
probability,sum,False,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,26.208
probability,sum,False,True,RBF,ucb,205000,1.604,0.211,1.604,0.211,100.0,261.411
probability,sum,False,True,Matern,eic,205000,1.772,1.25,1.772,1.25,100.0,27.02
probability,sum,False,True,Matern,ucb,205000,1.778,1.256,1.778,1.256,100.0,444.262
probability,sum,False,False,None,eic,205000,1.995,1.788,1.995,1.788,100.0,24.27
probability,sum,False,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,25.731
probability,sum,False,False,RBF,ucb,205000,1.492,0.282,1.492,0.282,100.0,238.176
probability,sum,False,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,26.33
probability,sum,False,False,Matern,ucb,205000,1.56,0.113,1.56,0.113,100.0,408.267
probability,product,True,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,21.636
probability,product,True,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,33.109
probability,product,True,True,RBF,ucb,205000,1.836,1.256,1.836,1.256,100.0,77.676
probability,product,True,True,Matern,eic,205000,1.54,0.003,1.54,0.003,100.0,62.186
probability,product,True,True,Matern,ucb,205000,2.467,2.349,2.467,2.349,100.0,141.283
probability,product,True,False,None,eic,205000,1.995,1.788,1.995,1.788,100.0,23.657
probability,product,True,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,32.52
probability,product,True,False,RBF,ucb,205000,2.638,2.6,2.638,2.6,100.0,103.912
probability,product,True,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,47.796
probability,product,True,False,Matern,ucb,205000,2.944,2.783,2.944,2.783,100.0,185.134
probability,product,False,True,None,eic,205000,1.555,0.087,1.555,0.087,100.0,24.434
probability,product,False,True,RBF,eic,205000,1.78,1.25,1.78,1.25,100.0,28.339
probability,product,False,True,RBF,ucb,205000,inf,inf,1.631,0.247,70.0,115.903
probability,product,False,True,Matern,eic,205000,1.522,0.066,1.522,0.066,100.0,28.878
probability,product,False,True,Matern,ucb,205000,inf,inf,3.28,2.998,80.0,267.217
probability,product,False,False,None,eic,205000,2.203,2.065,2.203,2.065,100.0,25.606
probability,product,False,False,RBF,eic,205000,1.488,0.276,1.488,0.276,100.0,25.902
probability,product,False,False,RBF,ucb,205000,inf,inf,2.58,2.558,83.333,111.056
probability,product,False,False,Matern,eic,205000,1.524,0.081,1.524,0.081,100.0,24.777
probability,product,False,False,Matern,ucb,205000,inf,inf,3.467,3.088,73.333,241.885
